순번,법령MST,소관부처코드,소관부처명,법령ID,법령명,공포일자,공포번호,시행일자,법령구분코드,법령구분명,법령분야코드,법령분야명
5011,249867,1383000,여성가족부,184,한부모가족지원법,20230411,제19340호,20231012,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
5294,249725,1830000,국가보훈부,9305,현충시설의 지정ㆍ관리 등에 관한 규정,20230411,제33382호,20230605,A0007,대통령령,15020000,第2章 國家報勳
484,250149,9700000,국회,11984,공무원의 구분 변경에 따른 국회공무원의 전직임용 등에 관한 특례규칙,20230410,제237호,20230410,A0023,국회규칙,2020000,第2章 國會事務處
1149,250145,9700000,국회,13036,국회공무원 행동강령,20230410,제236호,20230410,A0023,국회규칙,2020000,第2章 國會事務處
1155,250151,9700000,국회,6009,국회도서관 직제,20230410,제237호,20230410,A0023,국회규칙,2030000,第3章 國會圖書館
1177,250147,9700000,국회,6022,국회인사규칙,20230410,제237호,20230410,A0023,국회규칙,2020200,第2節 人事·服務
355,249555,1832000,재외동포청,12157,고려인동포 합법적 체류자격 취득 및 정착 지원을 위한 특별법 시행령,20230405,제33377호,20230605,A0007,대통령령,44040000,第4章 在外國民
508,249557,1270000 1832000,"법무부,재외동포청",13879,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정,20230405,제33377호,20230605,A0007,대통령령,44010000,第1章 行政組織·通則
3879,249563,1270000 1832000,"법무부,재외동포청",4656,재외국민등록법 시행령,20230405,제33377호,20230605,A0007,대통령령,44040000,第4章 在外國民
2049,249443,1480000,환경부,4037,물환경보전법 시행령,20230404,제33373호,20240101,A0007,대통령령,39020000,第2章 環境保全
2050,249495,1480000,환경부,7575,물환경보전법 시행규칙,20230404,제1027호,20240101,A0074,환경부령,39020000,第2章 環境保全
3967,249471,1352000,보건복지부,14418,전문약사의 자격 인정 등에 관한 규정,20230404,제33372호,20230408,A0007,대통령령,37020000,第2章 藥 事
4943,249441,1051000,기획재정부,5453,한국수출입은행법 시행령,20230404,제33370호,20230404,A0007,대통령령,23040000,第4章 金融機關·金融業
1486,249453,1613000,국토교통부,13073,노면전차 건설 및 운전 등에 관한 규칙,20230331,제1201호,20230331,A0103,국토교통부령,41030100,第1節 鐵道運送
5141,249475,1192000,해양수산부,11887,해양수산부 소관 친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률 시행규칙,20230330,제596호,20230330,A0071,해양수산부령,24050501,第1款 肥料·農藥
5215,249477,1741000,행정안전부,8716,행정안전부 소관 비상대비에 관한 법률 시행규칙,20230330,제389호,20230330,A0107,행정안전부령,13090000,第9章 非常對備資源管理
918,249463,1371000,문화체육관광부,6636,국립박물관 전시품 관람규칙,20230329,제508호,20230329,A0046,문화체육관광부령,17030000,第3章 文化財
429,249267,1262000,외교부,12495,공공외교법,20230328,제19272호,20230629,A0002,법률,44060000,第6章 國際協力
751,249299,1352000,보건복지부,2020,구강보건법,20230328,제19292호,20240329,A0002,법률,36020300,第3節 豫防保健
1296,249287,1192000 1543000,"농림축산식품부,해양수산부",12238,귀농어ㆍ귀촌 활성화 및 지원에 관한 법률,20230328,제19283호,20230929,A0002,법률,24050100,第1節 通 則
2096,249365,1081000,민주평화통일자문회의사무처,1378,민주평화통일자문회의법,20230328,제19324호,20230328,A0002,법률,1020100,第1節 國土·統一
2552,249295,1400000,산림청,13021,산림기술 진흥 및 관리에 관한 법률,20230328,제19287호,20230929,A0002,법률,26020000,第2章 山 林
2907,249281,1270000,법무부,1219,소액사건심판법,20230328,제19281호,20230328,A0002,법률,8030100,第1節 民事訴訟·行政訴訟
3175,249389,1480000,환경부,9680,악취방지법,20230328,제19310호,20230929,A0002,법률,39020000,第2章 環境保全
3824,249315,1352000,보건복지부,186,장애인ㆍ노인ㆍ임산부 등의 편의증진 보장에 관한 법률,20230328,제19302호,20230629,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
3857,249317,1352000,보건복지부,13070,재난적의료비 지원에 관한 법률,20230328,제19304호,20230929,A0002,법률,38020000,第2章 社會福祉通則
4039,249203,1371000,문화체육관광부,12878,점자법 시행령,20230328,제33364호,20230328,A0007,대통령령,17010000,第1章 行政組織·通則
4496,249285,1270000,법무부,1262,집합건물의 소유 및 관리에 관한 법률,20230328,제19282호,20230929,A0002,법률,8010000,第1章 民 法
4825,249177,1342000,교육부,10782,학교도서관진흥법 시행령,20230328,제33343호,20230328,A0007,대통령령,16020800,第8節 敎育振興
4894,249229,1262000,외교부,11,한국국제교류재단법,20230328,제19274호,20230328,A0002,법률,44060000,第6章 國際協力
5176,249271,1832000,재외동포청,1730,해외이주법,20230328,제19275호,20230929,A0002,법률,44050000,第5章 海外移住
2735,249409,9760000,중앙선거관리위원회,14416,선거관리위원회 개방형 직위의 운영 등에 관한 규칙,20230324,제576호,20230324,A0110,선거관리위원회규칙,3010000,第1章 選擧管理委員會
2741,249411,9760000,중앙선거관리위원회,6043,선거관리위원회 공무원 인사기록 및 인사사무 처리 규칙,20230324,제577호,20230324,A0110,선거관리위원회규칙,3010000,第1章 選擧管理委員會
1288,249403,1290000,국방부,6844,군표창규칙,20230323,제1111호,20230323,A0033,국방부령,13030000,第3章 賞勳·禮式·補償
5285,249407,1290000,국방부,7391,헌신영예기장령 시행규칙,20230323,제1110호,20230323,A0033,국방부령,13030000,第3章 賞勳·禮式·補償
838,248911,1721000,과학기술정보통신부,14409,국가전략기술 육성에 관한 특별법,20230321,제19236호,20230922,A0002,법률,18020000,第2章 科學技術振興
1196,248909,1290000,국방부,2968,군기령,20230321,제33334호,20230321,A0007,대통령령,13030000,第3章 賞勳·禮式·補償
1287,248863,1290000,국방부,3046,군표창규정,20230321,제33336호,20230321,A0007,대통령령,13030000,第3章 賞勳·禮式·補償
1558,248925,1160100,금융위원회,502,농어가목돈마련저축에 관한 법률,20230321,제19258호,20230922,A0002,법률,23100000,第10章 貯蓄奬勵
1945,248893,1371000,문화체육관광부,11549,만화진흥에 관한 법률,20230321,제19247호,20230922,A0002,법률,17040100,第1節 言論·出版
2174,249149,1192000,해양수산부,7210,배타적 경제수역에서의 외국인어업 등에 대한 주권적 권리의 행사에 관한 법률 시행규칙,20230321,제593호,20230321,A0071,해양수산부령,27040000,第4章 水産資源保護
3300,248927,1160100,금융위원회,536,여신전문금융업법,20230321,제19260호,20230622,A0002,법률,23040000,第4章 金融機關·金融業
3561,248929,1160100,금융위원회,1549,은행법,20230321,제19261호,20230922,A0002,법률,23040000,第4章 金融機關·金融業
3681,249027,1160100,금융위원회,13180,인터넷전문은행 설립 및 운영에 관한 특례법,20230321,제19262호,20230922,A0002,법률,23040000,第4章 金融機關·金融業
4482,249061,1680000,진실화해를위한과거사정리위원회,9939,진실ㆍ화해를 위한 과거사정리 기본법,20230321,제19271호,20230922,A0002,법률,8010000,第1章 民 法
4561,249017,1092000,국무조정실,13672,청년기본법,20230321,제19253호,20230922,A0002,법률,4020000,第2章 行政作用一般
5211,249041,1140100,국민권익위원회,1363,행정심판법,20230321,제19269호,20230321,A0002,법률,4020000,第2章 行政作用一般
5284,248859,1290000,국방부,3820,헌신영예기장령,20230321,제33335호,20230321,A0007,대통령령,13030000,第3章 賞勳·禮式·補償
5336,248933,1160100,금융위원회,520,화재로 인한 재해보상과 보험가입에 관한 법률,20230321,제19265호,20230922,A0002,법률,23060000,第6章 保 險
750,249101,1051000,기획재정부,6574,교통ㆍ에너지ㆍ환경세법 시행규칙,20230320,제972호,20230320,A0035,기획재정부령,20040000,第4章 間接稅
1853,249109,1613000,국토교통부,10555,도시철도법 시행규칙,20230320,제1199호,20230320,A0103,국토교통부령,41030100,第1節 鐵道運送
3664,249139,1051000,기획재정부,7895,인지세법 시행규칙,20230320,제981호,20230701,A0035,기획재정부령,20040000,第4章 間接稅
4272,249143,1051000,기획재정부,8301,증권거래세법 시행규칙,20230320,제969호,20230320,A0035,기획재정부령,20040000,第4章 間接稅
162,248613,1790365,개인정보보호위원회,11357,개인정보 보호법,20230314,제19234호,20240315,A0002,법률,4020000,第2章 行政作用一般
2343,248781,1741000,행정안전부,11561,보행안전 및 편의증진에 관한 법률,20230314,제19234호,20230915,A0002,법률,10060000,第6章 地域開發
4400,248595,1741000,행정안전부,12048,지방행정제재ㆍ부과금의 징수 등에 관한 법률 시행령,20230314,제33328호,20240101,A0007,대통령령,10040200,第2節 地方稅
522,248755,1192000,해양수산부,11295,공유수면 관리 및 매립에 관한 법률 시행규칙,20230310,제592호,20230310,A0071,해양수산부령,35020300,第3節 公有水面
2786,248763,1192000,해양수산부,9360,선박투자회사법 시행규칙,20230310,제592호,20230310,A0071,해양수산부령,42030000,第3章 船 舶
5066,248771,1192000,해양수산부,8655,항만시설장비 관리규칙,20230310,제592호,20230310,A0071,해양수산부령,42050000,第5章 港 灣
1060,248445,1342000,교육부,2900,국외유학에 관한 규정,20230307,제33313호,20230307,A0007,대통령령,16060000,第6章 國外留學·在外國民敎育
2353,248585,1270000,법무부,7284,보호관찰 등에 관한 법률 시행규칙,20230307,제1047호,20230307,A0048,법무부령,9020000,第2章 保安處分
4056,248701,1721000,과학기술정보통신부,9225,정보통신기반 보호법 시행령,20230307,제33321호,20230307,A0007,대통령령,43030000,第3章 情報通信
4192,248703,1290000,국방부,9931,주한미군기지 이전에 따른 평택시 등의 지원 등에 관한 특별법 시행령,20230307,제33321호,20230307,A0007,대통령령,13030000,第3章 賞勳·禮式·補償
354,248485,1832000,재외동포청,11202,고려인동포 합법적 체류자격 취득 및 정착 지원을 위한 특별법,20230304,제19228호,20230605,A0002,법률,44040000,第4章 在外國民
814,248537,1830000,국가보훈부,1711,국가유공자 등 단체 설립에 관한 법률,20230304,제19228호,20230605,A0002,법률,15020000,第2章 國家報勳
896,248511,1741000,행정안전부,14194,국립국가폭력트라우마치유센터의 설립 및 운영에 관한 법률,20230304,제19228호,20230605,A0002,법률,4020000,第2章 行政作用一般
1030,248501,1290000,국방부,12072,국방전직교육원법,20230304,제19228호,20230605,A0002,법률,13020000,第2章 軍人·軍務員人事
1122,248487,1262000,외교부,13758,국제협력요원 제도 폐지에 따른 순직 심사 등에 관한 법률,20230304,제19228호,20230605,A0002,법률,44060000,第6章 國際協力
1871,248545,1830000,국가보훈부,10012,독도의용수비대 지원법,20230304,제19228호,20230605,A0002,법률,15020000,第2章 國家報勳
1877,248547,1830000,국가보훈부,822,독립기념관법,20230304,제19228호,20230605,A0002,법률,17030000,第3章 文化財
1909,248521,1320000,경찰청,11559,동의대 사건 희생자의 명예회복 및 보상에 관한 법률,20230304,제19228호,20230605,A0002,법률,11030400,第4節 賞勳·懲戒
2360,248551,1830000,국가보훈부,1712,보훈기금법,20230304,제19228호,20230605,A0002,법률,15020000,第2章 國家報勳
3524,248555,1830000,국가보훈부,13705,유엔참전용사의 명예선양 등에 관한 법률,20230304,제19228호,20230605,A0002,법률,15020000,第2章 國家報勳
3864,248493,1832000,재외동포청,4,재외공관 공증법,20230304,제19228호,20230605,A0002,법률,44030000,第3章 領 事
3878,248495,1832000,재외동포청,1,재외국민등록법,20230304,제19228호,20230605,A0002,법률,44040000,第4章 在外國民
4015,248505,1290000,국방부,942,전쟁기념사업회법,20230304,제19228호,20230605,A0002,법률,13010000,第1章 行政組織·通則
4096,248507,1290000,국방부,13069,제2연평해전 전사자 보상에 관한 특별법,20230304,제19228호,20230605,A0002,법률,13030000,第3章 賞勳·禮式·補償
4926,248563,1830000,국가보훈부,1337,한국보훈복지의료공단법,20230304,제19228호,20230605,A0002,법률,15020000,第2章 國家報勳
724,248725,1342000,교육부,10640,교육비특별회계 회계기준에 관한 규칙,20230303,제299호,20230303,A0030,교육부령,16020700,第7節 敎育財政
4367,248581,1741000,행정안전부,10700,지방자치단체 업무추진비 집행에 관한 규칙,20230303,제381호,20230303,A0107,행정안전부령,10040100,第1節 地方財政
4200,248439,1051000,기획재정부,14405,중국ㆍ베트남산 이음매 없는 동관에 대한 덤핑방지관세 부과에 관한 규칙,20230302,제964호,20230302,A0035,기획재정부령,21020000,第2章 關 稅
668,248459,1450000,산업통상자원부,6506,광산안전법 시행규칙,20230228,제502호,20230228,A0102,산업통상자원부령,31030400,第4節 鑛山保安
